id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
595,51,technician,married,secondary,no,-68,yes,no,cellular,3,feb,155,1,-1,0,unknown,0
596,59,self-employed,married,tertiary,no,476,no,no,telephone,21,nov,733,1,-1,0,unknown,0
597,39,management,married,tertiary,no,1406,yes,no,cellular,31,jul,9,2,-1,0,unknown,0
598,59,services,married,secondary,no,741,no,no,unknown,6,jun,836,7,-1,0,unknown,0
599,36,services,single,secondary,no,590,yes,no,cellular,19,nov,142,1,189,2,failure,0
600,56,technician,married,secondary,no,2223,no,no,cellular,25,nov,155,1,97,3,success,1
601,27,technician,single,secondary,no,1227,yes,no,cellular,15,may,128,2,-1,0,unknown,0
602,42,management,married,tertiary,no,385,no,no,cellular,16,jun,1363,3,95,3,failure,1
603,39,management,married,tertiary,no,0,yes,no,cellular,11,may,63,1,-1,0,unknown,0
604,34,housemaid,married,secondary,no,997,no,no,cellular,7,aug,121,2,-1,0,unknown,0
605,49,management,married,tertiary,no,49,yes,no,cellular,17,nov,77,1,-1,0,unknown,0
606,48,blue-collar,married,primary,no,708,yes,no,unknown,14,may,471,2,-1,0,unknown,0
607,56,blue-collar,married,secondary,no,2467,yes,no,telephone,23,jul,515,2,-1,0,unknown,0
608,64,retired,married,primary,no,10583,no,no,cellular,15,mar,75,4,-1,0,unknown,0
609,54,management,married,tertiary,no,6,no,no,unknown,6,may,200,1,-1,0,unknown,0
610,34,blue-collar,married,primary,no,541,yes,yes,cellular,15,may,466,4,-1,0,unknown,0
611,50,entrepreneur,married,secondary,no,738,yes,yes,cellular,20,apr,197,6,-1,0,unknown,0
612,47,technician,married,secondary,no,959,yes,no,unknown,14,may,434,2,-1,0,unknown,0
613,32,blue-collar,married,secondary,no,536,yes,no,cellular,19,nov,469,1,180,1,failure,0
614,58,management,married,tertiary,no,4656,yes,no,cellular,31,jul,74,6,-1,0,unknown,0
615,31,blue-collar,married,secondary,no,1315,yes,no,cellular,18,nov,104,1,-1,0,unknown,0
616,32,admin.,married,secondary,no,449,yes,yes,unknown,28,may,164,2,-1,0,unknown,0
617,52,housemaid,married,secondary,no,517,no,no,unknown,21,jun,53,6,-1,0,unknown,0
618,46,management,married,tertiary,no,744,no,no,cellular,6,aug,98,2,-1,0,unknown,0
619,60,retired,married,tertiary,no,1731,no,no,cellular,7,aug,106,3,-1,0,unknown,0
620,56,admin.,divorced,secondary,no,2152,no,no,cellular,18,nov,98,1,-1,0,unknown,0
621,60,housemaid,married,primary,no,0,no,no,telephone,9,jul,185,1,-1,0,unknown,0
622,35,management,married,tertiary,no,0,yes,no,unknown,2,jun,393,3,-1,0,unknown,0
623,47,unknown,married,primary,no,1685,no,no,telephone,18,may,141,2,364,10,failure,0
624,24,student,single,secondary,no,2530,yes,no,cellular,15,may,543,3,-1,0,unknown,0
625,32,management,married,tertiary,no,5878,no,no,cellular,3,nov,74,1,83,2,success,0
626,27,admin.,single,secondary,no,1996,yes,no,unknown,9,jun,492,3,-1,0,unknown,0
627,31,services,single,secondary,no,0,yes,no,unknown,27,may,109,1,-1,0,unknown,0
628,32,services,single,secondary,no,-2,no,no,cellular,18,jul,434,1,-1,0,unknown,0
629,36,management,married,tertiary,no,940,no,no,unknown,16,jun,546,1,-1,0,unknown,0
630,42,admin.,divorced,secondary,no,-247,yes,no,cellular,28,jan,219,1,-1,0,unknown,0
631,44,technician,married,secondary,no,1838,yes,no,cellular,12,aug,89,2,-1,0,unknown,0
632,32,management,married,tertiary,no,1633,yes,yes,unknown,19,may,97,1,-1,0,unknown,0
633,54,technician,married,secondary,no,865,no,no,cellular,4,aug,81,1,-1,0,unknown,0
634,39,management,married,tertiary,no,30,no,no,cellular,14,aug,599,2,-1,0,unknown,0
635,47,technician,married,tertiary,no,-867,no,yes,cellular,22,jul,149,1,-1,0,unknown,0
636,45,entrepreneur,married,tertiary,no,24,no,yes,cellular,8,jul,629,2,-1,0,unknown,1
637,44,management,married,primary,no,1406,yes,yes,unknown,28,may,134,2,-1,0,unknown,0
638,35,technician,single,secondary,yes,-547,yes,no,unknown,2,jun,8,1,-1,0,unknown,0
639,28,services,married,secondary,no,-4,yes,no,cellular,7,may,85,4,-1,0,unknown,0
640,43,blue-collar,married,primary,no,1025,yes,no,cellular,6,aug,195,2,-1,0,unknown,0
641,34,blue-collar,single,secondary,no,0,yes,no,unknown,8,may,181,1,-1,0,unknown,0
642,52,management,married,tertiary,no,7,yes,no,cellular,11,may,82,1,367,3,failure,0
643,60,retired,married,tertiary,no,1579,no,no,cellular,7,aug,113,4,-1,0,unknown,0
644,39,management,married,tertiary,no,0,no,no,cellular,26,aug,105,11,-1,0,unknown,0
645,60,retired,married,secondary,no,1531,yes,no,unknown,14,may,140,1,-1,0,unknown,0
646,59,admin.,divorced,unknown,no,0,no,no,cellular,28,jan,119,1,-1,0,unknown,0
647,33,services,married,tertiary,no,634,no,no,cellular,20,nov,187,1,-1,0,unknown,0
648,36,management,divorced,tertiary,no,-547,yes,no,cellular,30,apr,225,1,-1,0,unknown,0
649,34,technician,single,secondary,no,589,no,no,cellular,12,aug,517,3,-1,0,unknown,0
650,30,technician,single,secondary,no,8,no,no,cellular,8,aug,89,2,-1,0,unknown,0
651,39,technician,married,secondary,no,0,no,no,unknown,6,jun,113,3,-1,0,unknown,0
652,58,admin.,divorced,secondary,no,3271,yes,no,telephone,19,mar,271,2,-1,0,unknown,1
653,41,technician,divorced,secondary,no,938,no,no,cellular,8,aug,787,2,-1,0,unknown,0
654,30,admin.,married,secondary,no,-1049,yes,yes,unknown,28,may,154,2,-1,0,unknown,0
655,36,management,married,secondary,no,703,no,no,cellular,8,apr,89,2,-1,0,unknown,0
656,48,management,married,tertiary,no,867,yes,no,unknown,29,may,59,3,-1,0,unknown,0
657,43,blue-collar,married,primary,no,767,yes,no,unknown,15,may,201,1,-1,0,unknown,0
658,54,management,divorced,tertiary,no,1179,yes,no,cellular,16,apr,642,1,-1,0,unknown,0
659,60,housemaid,married,primary,no,1265,no,no,cellular,13,aug,101,2,-1,0,unknown,0
660,33,technician,single,tertiary,no,80,no,no,cellular,25,aug,129,4,-1,0,unknown,0
661,50,admin.,married,secondary,no,9,yes,yes,cellular,17,apr,71,1,-1,0,unknown,0
662,33,management,married,tertiary,no,439,no,no,cellular,19,aug,113,4,-1,0,unknown,0
663,58,technician,married,secondary,no,1227,no,no,cellular,22,aug,880,1,371,1,success,1
664,55,blue-collar,married,primary,no,796,no,yes,cellular,17,nov,166,1,-1,0,unknown,0
665,29,student,single,tertiary,no,486,yes,no,cellular,22,may,87,1,-1,0,unknown,0
666,31,blue-collar,married,unknown,no,-1,no,no,unknown,5,may,5,1,-1,0,unknown,0
667,34,technician,single,secondary,no,0,no,no,cellular,22,aug,101,4,-1,0,unknown,0
668,27,technician,single,secondary,no,658,yes,no,unknown,8,may,670,1,-1,0,unknown,1
669,50,management,married,tertiary,no,-1224,yes,no,cellular,18,nov,113,3,-1,0,unknown,0
670,49,technician,married,secondary,no,-76,yes,no,cellular,6,may,192,1,-1,0,unknown,0
671,38,management,single,tertiary,no,9,no,no,cellular,8,aug,111,2,-1,0,unknown,0
672,32,technician,single,secondary,no,3382,no,no,cellular,13,aug,739,2,-1,0,unknown,1
673,25,services,single,secondary,no,-194,no,no,cellular,7,jul,156,2,-1,0,unknown,0
674,49,management,married,tertiary,no,0,no,no,cellular,18,nov,85,2,-1,0,unknown,0
675,43,technician,married,secondary,no,-868,no,no,cellular,5,aug,163,1,-1,0,unknown,0
676,22,student,single,unknown,no,1215,no,no,cellular,5,feb,157,5,-1,0,unknown,0
677,54,management,married,tertiary,no,962,yes,no,cellular,22,aug,676,3,190,3,success,0
678,44,admin.,married,secondary,no,788,yes,no,cellular,17,apr,397,1,-1,0,unknown,0
679,44,management,married,tertiary,no,1379,no,no,cellular,12,aug,112,2,-1,0,unknown,0
680,39,technician,married,secondary,no,2722,yes,no,cellular,1,aug,123,2,99,2,failure,0
681,36,management,divorced,tertiary,no,567,no,no,cellular,2,feb,141,1,265,3,other,0
682,42,services,married,secondary,no,8180,yes,no,cellular,17,apr,99,2,151,11,other,0
683,25,services,married,secondary,no,-352,yes,no,cellular,15,jul,246,1,-1,0,unknown,0
684,46,entrepreneur,divorced,secondary,no,643,no,no,cellular,31,jul,467,5,-1,0,unknown,0
685,45,services,married,secondary,no,523,yes,no,unknown,15,may,867,3,-1,0,unknown,0
686,41,admin.,married,secondary,no,18,yes,no,cellular,6,may,113,2,363,2,failure,0
687,38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,1,jun,606,1,85,1,success,1
688,30,blue-collar,married,primary,no,-518,yes,yes,cellular,31,jul,26,25,-1,0,unknown,0
689,52,unemployed,married,secondary,no,4959,no,no,cellular,18,nov,1141,2,-1,0,unknown,0
690,44,admin.,married,secondary,no,1078,yes,no,cellular,17,jul,101,4,-1,0,unknown,0
691,43,self-employed,married,tertiary,no,8,no,no,cellular,27,aug,72,4,-1,0,unknown,0
692,58,management,divorced,tertiary,no,3287,no,no,cellular,5,mar,136,1,-1,0,unknown,1
693,39,management,divorced,tertiary,no,1047,yes,no,cellular,17,nov,96,1,-1,0,unknown,0
694,37,services,married,secondary,no,456,yes,yes,unknown,26,may,127,1,-1,0,unknown,0
695,53,admin.,single,secondary,no,507,no,no,unknown,5,jun,528,3,-1,0,unknown,0
696,34,management,married,tertiary,no,554,yes,yes,unknown,29,may,523,3,-1,0,unknown,0
697,31,blue-collar,married,secondary,no,488,yes,no,unknown,21,may,198,1,-1,0,unknown,0
698,33,blue-collar,divorced,secondary,no,668,yes,no,unknown,29,may,511,3,-1,0,unknown,0
699,39,blue-collar,single,secondary,no,769,yes,no,unknown,13,may,98,1,-1,0,unknown,0
700,54,management,divorced,tertiary,no,1849,yes,no,cellular,20,apr,50,1,-1,0,unknown,0
701,45,management,single,tertiary,no,801,no,yes,cellular,28,jul,637,4,-1,0,unknown,0
702,35,blue-collar,married,primary,no,8,yes,no,unknown,6,may,190,1,-1,0,unknown,0
703,43,technician,married,tertiary,no,2289,yes,no,cellular,13,may,81,1,-1,0,unknown,0
704,33,student,single,tertiary,no,691,no,no,cellular,30,apr,81,1,86,2,failure,0
705,60,management,married,tertiary,no,437,no,no,cellular,13,aug,714,1,-1,0,unknown,0
706,22,admin.,single,secondary,no,1116,no,yes,cellular,18,oct,523,2,95,4,other,1
707,47,management,married,tertiary,no,-813,yes,yes,unknown,27,may,169,1,-1,0,unknown,0
708,33,blue-collar,single,secondary,no,597,yes,no,cellular,21,nov,121,1,-1,0,unknown,0
709,44,management,married,tertiary,no,561,yes,no,cellular,18,may,9,4,-1,0,unknown,0
710,44,technician,married,secondary,no,1118,no,no,telephone,29,jul,82,6,-1,0,unknown,0
711,42,technician,single,secondary,no,136,yes,no,unknown,5,may,136,1,-1,0,unknown,0
712,34,admin.,married,secondary,no,3107,yes,no,unknown,2,jun,133,1,-1,0,unknown,0
713,48,management,single,tertiary,no,2351,no,no,unknown,17,jun,14,4,-1,0,unknown,0
714,60,housemaid,divorced,primary,no,0,yes,no,cellular,5,may,87,3,-1,0,unknown,0
715,54,blue-collar,married,secondary,no,3528,no,yes,unknown,6,jun,495,1,-1,0,unknown,0
716,36,management,single,tertiary,no,15459,no,no,cellular,3,feb,860,2,-1,0,unknown,1
717,27,blue-collar,single,secondary,no,3310,yes,no,cellular,3,feb,154,2,-1,0,unknown,0
718,30,technician,married,secondary,no,0,no,no,cellular,19,aug,71,3,-1,0,unknown,0
719,32,blue-collar,married,secondary,no,3198,yes,no,unknown,29,may,523,2,-1,0,unknown,0
720,50,blue-collar,divorced,primary,no,0,yes,no,unknown,29,may,181,2,-1,0,unknown,0
721,33,technician,single,secondary,no,569,no,no,cellular,7,aug,651,2,-1,0,unknown,1
722,36,blue-collar,married,secondary,no,325,yes,no,cellular,17,apr,918,1,-1,0,unknown,0
723,30,technician,single,secondary,no,391,yes,no,cellular,18,may,125,1,-1,0,unknown,0
724,28,technician,married,secondary,no,461,yes,no,cellular,23,jul,87,5,-1,0,unknown,0
725,53,self-employed,married,secondary,no,5443,no,no,cellular,30,jul,264,2,-1,0,unknown,0
726,26,blue-collar,single,primary,no,744,yes,no,cellular,13,may,155,1,365,3,other,0
727,43,services,married,secondary,no,886,yes,yes,cellular,21,nov,76,1,-1,0,unknown,0
728,55,housemaid,divorced,secondary,no,723,no,no,unknown,9,jun,105,1,-1,0,unknown,0
729,47,technician,married,secondary,no,4,no,no,cellular,13,aug,121,2,-1,0,unknown,0
730,54,retired,married,unknown,no,884,yes,no,unknown,19,may,491,1,-1,0,unknown,0
731,44,services,married,secondary,no,921,no,no,unknown,12,jun,597,1,-1,0,unknown,0
732,25,technician,single,tertiary,no,7,yes,no,unknown,28,may,144,2,-1,0,unknown,0
733,63,retired,married,primary,no,0,no,no,telephone,2,feb,296,3,-1,0,unknown,1
734,30,admin.,married,tertiary,no,507,no,no,cellular,3,feb,124,2,-1,0,unknown,0
735,37,services,married,secondary,no,0,yes,no,cellular,21,jul,184,2,-1,0,unknown,0
736,57,retired,married,tertiary,no,0,no,no,cellular,19,aug,123,2,-1,0,unknown,0
737,49,technician,married,secondary,no,2061,yes,yes,cellular,24,jul,454,1,-1,0,unknown,0
738,29,blue-collar,married,secondary,no,-97,yes,yes,unknown,8,may,143,1,-1,0,unknown,0
739,34,admin.,married,secondary,no,0,yes,no,unknown,23,may,82,3,-1,0,unknown,0
740,24,student,single,secondary,no,5,no,no,cellular,17,aug,96,2,91,5,other,0
741,39,services,married,secondary,no,190,no,no,unknown,1,jun,9,1,-1,0,unknown,0
742,58,management,divorced,tertiary,no,1404,no,no,unknown,17,jun,48,1,-1,0,unknown,0
743,27,blue-collar,married,secondary,no,-848,yes,yes,unknown,6,jun,130,2,-1,0,unknown,0
744,42,blue-collar,married,unknown,no,1355,no,no,unknown,20,jun,7,1,-1,0,unknown,0
745,41,blue-collar,married,secondary,no,223,yes,no,cellular,14,may,6,2,-1,0,unknown,0
746,41,management,married,tertiary,no,-547,yes,yes,cellular,14,may,50,1,-1,0,unknown,0
747,51,services,married,secondary,no,-723,no,yes,cellular,11,may,198,2,347,1,failure,0
748,48,admin.,married,secondary,no,2319,yes,no,unknown,19,may,251,5,-1,0,unknown,0
749,54,blue-collar,married,secondary,no,3443,no,no,telephone,31,jul,10,3,-1,0,unknown,0
750,28,management,married,tertiary,yes,-985,yes,no,cellular,24,jul,28,4,-1,0,unknown,0
751,58,blue-collar,married,primary,no,35,no,no,unknown,17,jun,42,1,-1,0,unknown,0
752,37,admin.,married,secondary,no,865,yes,no,cellular,18,jul,168,2,-1,0,unknown,0
753,26,blue-collar,married,secondary,no,2,no,no,telephone,30,jul,105,2,-1,0,unknown,0
754,41,unemployed,married,secondary,no,1406,no,yes,cellular,8,jul,111,3,-1,0,unknown,0
755,39,housemaid,single,primary,no,3,yes,no,cellular,17,nov,11,1,131,1,other,0
756,42,management,married,tertiary,no,9367,yes,no,cellular,20,nov,788,4,-1,0,unknown,0
757,33,technician,single,tertiary,no,814,no,no,cellular,28,aug,70,8,-1,0,unknown,0
758,52,blue-collar,married,secondary,no,-178,yes,no,unknown,6,may,178,2,-1,0,unknown,0
759,30,unemployed,single,secondary,no,1222,yes,yes,unknown,26,may,158,1,-1,0,unknown,0
760,32,admin.,single,secondary,no,2812,yes,no,cellular,21,nov,633,2,184,1,failure,0
761,41,services,married,secondary,no,1599,no,no,cellular,12,aug,157,6,-1,0,unknown,0
762,51,blue-collar,married,primary,no,49,yes,no,cellular,11,may,471,2,-1,0,unknown,0
763,33,management,single,tertiary,no,0,yes,no,cellular,22,jul,48,1,-1,0,unknown,0
764,50,services,married,secondary,no,1336,no,no,cellular,7,aug,106,2,-1,0,unknown,0
765,33,technician,single,secondary,no,908,yes,no,unknown,21,may,27,1,-1,0,unknown,0
766,48,management,married,tertiary,no,4,yes,no,cellular,17,nov,104,1,-1,0,unknown,0
767,50,technician,married,secondary,no,782,no,yes,cellular,17,nov,442,1,-1,0,unknown,0
768,53,management,married,tertiary,no,1356,yes,no,telephone,25,jul,595,1,-1,0,unknown,0
769,43,management,married,tertiary,no,732,no,no,cellular,6,aug,896,2,-1,0,unknown,1
770,50,technician,married,secondary,no,0,no,no,unknown,6,jun,91,1,-1,0,unknown,0
771,41,blue-collar,married,primary,no,806,yes,no,unknown,5,may,551,1,-1,0,unknown,1
772,33,management,married,tertiary,no,0,no,no,cellular,28,aug,103,5,-1,0,unknown,0
773,46,self-employed,married,secondary,no,1124,yes,no,unknown,19,may,83,1,-1,0,unknown,0
774,53,admin.,married,secondary,no,11,no,no,cellular,5,aug,98,1,-1,0,unknown,0
775,34,admin.,single,secondary,no,2144,yes,no,unknown,23,may,513,2,-1,0,unknown,0
776,30,technician,single,secondary,no,514,yes,no,cellular,13,apr,1097,2,-1,0,unknown,1
777,44,technician,married,tertiary,no,2979,yes,no,unknown,15,may,150,1,-1,0,unknown,0
778,59,admin.,married,secondary,no,4713,no,no,cellular,11,aug,65,2,-1,0,unknown,0
779,54,management,married,tertiary,no,0,no,no,cellular,12,aug,92,2,-1,0,unknown,0
780,40,technician,married,secondary,no,6259,no,no,cellular,4,aug,725,2,-1,0,unknown,0
781,67,management,married,tertiary,no,2820,no,no,cellular,2,dec,139,1,-1,0,unknown,0
782,41,admin.,married,secondary,no,16,yes,yes,cellular,20,apr,15,7,-1,0,unknown,0
783,36,blue-collar,married,secondary,no,0,no,no,unknown,12,jun,74,1,-1,0,unknown,0
784,45,services,married,secondary,no,-839,yes,no,unknown,30,may,68,3,-1,0,unknown,0
785,40,services,married,secondary,no,-626,yes,yes,cellular,23,jul,81,5,-1,0,unknown,0
786,64,retired,married,secondary,no,678,no,no,cellular,20,oct,446,1,-1,0,unknown,0
787,46,admin.,single,secondary,no,1693,yes,no,cellular,2,jun,427,1,-1,0,unknown,1
788,48,management,married,tertiary,no,1717,no,no,cellular,17,nov,404,1,-1,0,unknown,0
789,31,blue-collar,married,secondary,yes,879,no,yes,cellular,29,jan,829,2,-1,0,unknown,1
790,52,admin.,married,secondary,no,454,yes,no,cellular,24,jul,88,1,-1,0,unknown,0
791,56,retired,divorced,secondary,no,935,yes,yes,cellular,11,aug,88,2,-1,0,unknown,0
792,23,management,single,tertiary,no,39385,no,no,cellular,3,jun,124,1,-1,0,unknown,0
793,34,management,single,tertiary,no,553,no,no,cellular,18,aug,109,7,-1,0,unknown,0
794,55,admin.,married,secondary,no,7,no,no,cellular,20,aug,80,2,-1,0,unknown,0
795,33,blue-collar,married,secondary,no,672,yes,no,cellular,20,apr,6,2,-1,0,unknown,0
796,32,services,single,secondary,no,-116,yes,no,unknown,26,may,176,1,-1,0,unknown,0
797,28,management,single,tertiary,no,0,yes,no,unknown,13,may,129,3,-1,0,unknown,0
798,44,technician,single,secondary,no,1119,no,no,cellular,31,jul,8,2,-1,0,unknown,0
799,36,blue-collar,married,secondary,no,2443,yes,no,cellular,16,apr,477,1,-1,0,unknown,0
800,50,blue-collar,married,secondary,no,5,yes,no,cellular,17,apr,101,2,344,2,failure,0
801,34,management,married,tertiary,no,1313,no,no,cellular,4,aug,142,1,-1,0,unknown,0
802,32,management,married,tertiary,no,0,yes,no,cellular,14,jul,71,3,-1,0,unknown,0
803,58,retired,married,tertiary,no,663,no,yes,unknown,18,jun,145,2,-1,0,unknown,0
804,27,management,single,tertiary,no,538,no,no,cellular,9,feb,86,5,-1,0,unknown,0
805,47,management,married,tertiary,no,-1713,yes,yes,cellular,28,jul,112,3,-1,0,unknown,0
806,41,services,married,secondary,no,790,yes,no,unknown,29,may,109,1,-1,0,unknown,0
807,39,technician,divorced,tertiary,no,-812,yes,no,cellular,21,aug,105,4,-1,0,unknown,0
808,49,services,married,primary,no,1830,yes,no,cellular,15,oct,179,1,-1,0,unknown,1
809,31,admin.,divorced,secondary,no,0,yes,no,cellular,17,jul,130,1,-1,0,unknown,0
810,30,management,married,tertiary,no,1595,yes,no,unknown,28,may,298,2,-1,0,unknown,0
811,38,technician,single,secondary,no,976,yes,no,cellular,23,jul,466,3,-1,0,unknown,0
812,57,technician,married,secondary,no,439,no,no,unknown,18,jun,92,2,-1,0,unknown,0
813,34,admin.,divorced,primary,no,3105,yes,yes,cellular,14,may,652,1,175,2,other,1
814,44,blue-collar,married,primary,no,2557,yes,no,cellular,7,aug,211,1,459,2,success,1
815,54,technician,married,secondary,no,496,yes,no,unknown,27,may,5,1,-1,0,unknown,0
816,36,entrepreneur,married,tertiary,no,678,yes,no,cellular,15,jul,112,4,-1,0,unknown,0
817,47,blue-collar,married,primary,no,859,no,yes,cellular,4,aug,829,1,-1,0,unknown,0
818,32,management,married,tertiary,no,6432,no,no,cellular,4,may,166,1,88,2,failure,0
819,42,technician,married,secondary,no,926,no,yes,cellular,25,aug,103,7,-1,0,unknown,0
820,52,management,married,tertiary,no,0,no,no,cellular,17,nov,81,1,-1,0,unknown,0
821,49,blue-collar,married,secondary,no,982,no,no,cellular,25,aug,58,11,-1,0,unknown,0
822,26,technician,single,tertiary,no,-30,no,no,cellular,29,jan,123,1,247,1,failure,0
823,57,retired,married,secondary,no,0,no,no,cellular,26,aug,121,2,-1,0,unknown,0
824,30,blue-collar,married,secondary,no,898,yes,no,unknown,21,may,569,3,-1,0,unknown,0
825,35,admin.,married,secondary,no,-1132,yes,yes,unknown,3,jun,397,1,-1,0,unknown,0
826,83,retired,divorced,tertiary,no,0,no,no,cellular,1,jun,80,1,92,5,failure,0
827,32,blue-collar,married,secondary,no,671,yes,yes,cellular,17,apr,522,1,-1,0,unknown,0
828,28,student,single,secondary,no,0,no,no,telephone,3,feb,76,5,-1,0,unknown,0
829,36,admin.,married,secondary,no,2297,yes,no,cellular,31,jul,88,3,-1,0,unknown,0
830,26,student,single,secondary,no,603,no,yes,cellular,28,jan,210,4,-1,0,unknown,0
831,43,admin.,single,tertiary,no,714,no,no,cellular,28,aug,58,10,-1,0,unknown,0
832,47,unknown,married,secondary,no,46,no,no,cellular,7,aug,133,2,-1,0,unknown,0
833,42,technician,married,secondary,no,876,yes,no,telephone,17,nov,23,1,-1,0,unknown,0
834,55,services,married,secondary,no,2429,yes,yes,unknown,14,may,771,2,-1,0,unknown,0
835,43,self-employed,divorced,tertiary,no,49,no,no,cellular,26,aug,160,6,-1,0,unknown,0
836,39,technician,married,secondary,no,1434,yes,no,cellular,14,may,178,4,352,2,failure,0
837,58,unemployed,divorced,tertiary,no,2081,no,no,cellular,17,nov,163,1,183,2,failure,0
838,32,blue-collar,married,primary,no,17672,yes,no,unknown,4,jun,548,2,-1,0,unknown,0
839,41,admin.,divorced,secondary,yes,-571,no,yes,unknown,6,jun,82,1,-1,0,unknown,0
840,40,blue-collar,married,secondary,no,1222,yes,no,unknown,13,may,239,1,-1,0,unknown,0
841,43,technician,married,tertiary,no,0,no,no,cellular,4,aug,101,1,-1,0,unknown,0
842,27,technician,single,secondary,no,-5,yes,yes,cellular,7,may,5,2,360,1,other,0
843,26,blue-collar,married,secondary,no,981,yes,no,unknown,21,may,504,3,-1,0,unknown,0
844,37,blue-collar,single,secondary,no,4760,yes,no,cellular,13,may,125,1,173,1,failure,0
845,29,services,single,secondary,yes,-20,yes,no,unknown,30,may,693,3,-1,0,unknown,1
846,28,unemployed,single,secondary,no,-213,no,yes,cellular,4,jul,143,2,-1,0,unknown,0
847,51,technician,divorced,secondary,no,0,yes,no,cellular,31,jul,16,19,-1,0,unknown,0
848,36,technician,divorced,tertiary,no,4515,yes,no,unknown,15,may,676,2,-1,0,unknown,0
849,54,unemployed,married,tertiary,no,1724,no,no,cellular,9,feb,105,4,-1,0,unknown,0
850,43,management,married,tertiary,no,1210,no,no,cellular,18,nov,835,2,-1,0,unknown,0
851,26,student,single,secondary,no,846,yes,no,cellular,8,apr,849,2,-1,0,unknown,1
852,37,blue-collar,married,primary,no,1143,no,no,unknown,9,jun,108,1,-1,0,unknown,0
853,32,housemaid,married,tertiary,no,2017,no,no,cellular,28,aug,64,10,-1,0,unknown,0
854,36,admin.,married,secondary,no,714,no,no,cellular,2,feb,221,2,-1,0,unknown,0
855,56,management,married,tertiary,no,589,yes,no,cellular,4,aug,105,1,96,2,failure,0
856,39,blue-collar,married,secondary,no,-406,yes,yes,telephone,25,jul,80,2,-1,0,unknown,0
857,29,services,single,primary,no,315,yes,no,cellular,29,jan,545,3,259,2,failure,0
858,47,technician,married,secondary,no,559,no,no,cellular,20,aug,80,2,-1,0,unknown,0
859,35,blue-collar,married,primary,no,-1,yes,no,unknown,20,jun,50,3,-1,0,unknown,0
860,58,services,married,primary,yes,-158,yes,yes,unknown,29,may,154,2,-1,0,unknown,0
861,30,services,married,unknown,no,1399,no,no,cellular,29,jan,436,2,-1,0,unknown,0
862,37,services,married,secondary,no,1836,no,yes,unknown,17,jun,107,1,-1,0,unknown,0
863,47,management,married,tertiary,no,2261,yes,no,cellular,31,jul,101,3,-1,0,unknown,0
864,55,management,married,tertiary,no,1320,no,no,cellular,30,apr,522,2,-1,0,unknown,0
865,33,technician,single,secondary,no,14,no,no,cellular,14,aug,181,2,-1,0,unknown,0
866,32,technician,single,secondary,no,0,no,no,cellular,20,aug,104,4,-1,0,unknown,0
867,30,technician,single,secondary,no,130,no,no,cellular,26,aug,75,6,-1,0,unknown,0
868,32,management,married,tertiary,no,877,yes,no,cellular,17,apr,101,2,-1,0,unknown,0
869,55,blue-collar,married,primary,yes,-1,yes,no,unknown,15,may,100,5,-1,0,unknown,0
870,32,technician,married,secondary,no,0,yes,no,cellular,17,apr,101,1,-1,0,unknown,0
871,41,management,married,tertiary,no,-33,no,no,unknown,6,may,88,2,-1,0,unknown,0
872,44,unemployed,married,secondary,no,2289,yes,no,unknown,29,may,523,1,-1,0,unknown,0
873,47,management,divorced,tertiary,no,-3,no,no,cellular,29,aug,92,2,-1,0,unknown,0
874,28,self-employed,married,tertiary,no,527,yes,no,cellular,6,may,80,1,-1,0,unknown,0
875,47,blue-collar,married,primary,no,-61,no,no,cellular,28,jan,119,2,204,3,failure,0
876,25,admin.,married,secondary,no,756,yes,yes,unknown,4,jun,438,1,-1,0,unknown,0
877,54,technician,divorced,secondary,no,2597,no,no,cellular,17,nov,818,1,-1,0,unknown,0
878,67,retired,married,secondary,no,1388,no,no,cellular,26,feb,449,1,183,2,success,1
879,30,management,single,tertiary,no,1077,no,no,cellular,29,aug,125,2,-1,0,unknown,0
880,39,self-employed,married,tertiary,no,1272,yes,no,cellular,25,jul,214,1,-1,0,unknown,0
881,36,management,married,tertiary,no,3851,yes,no,cellular,15,jul,652,2,-1,0,unknown,0
882,35,management,married,tertiary,no,1616,no,no,cellular,25,aug,101,4,-1,0,unknown,0
883,34,services,married,secondary,no,-196,yes,no,cellular,13,may,92,3,-1,0,unknown,0
884,43,housemaid,divorced,secondary,no,1082,yes,no,cellular,17,nov,113,3,-1,0,unknown,0
885,37,blue-collar,married,primary,no,1063,yes,no,cellular,13,may,122,1,-1,0,unknown,0
886,34,services,single,secondary,no,-366,yes,no,cellular,19,nov,313,1,180,2,failure,0
887,41,technician,married,secondary,no,1033,yes,no,unknown,30,jun,431,1,-1,0,unknown,0
888,58,management,married,primary,no,819,yes,no,telephone,21,nov,57,3,-1,0,unknown,0
889,47,blue-collar,married,secondary,no,805,no,no,cellular,30,apr,574,1,-1,0,unknown,1
890,39,blue-collar,married,secondary,no,393,yes,no,cellular,13,may,104,1,-1,0,unknown,0
891,37,technician,married,secondary,no,1011,yes,no,unknown,9,jun,68,3,-1,0,unknown,0
892,31,technician,married,secondary,no,1868,yes,no,unknown,23,may,83,3,-1,0,unknown,0
893,29,services,single,secondary,no,41,yes,no,cellular,5,may,612,1,-1,0,unknown,1
